Time,proton_speed,proton_density,proton_temperature,K_p
2022/1/19 6:00,527.1453578,4.671124946,12.20642686,5.8
2022/1/19 7:00,530.4662411,4.554833863,12.22897494,5.8
2022/1/19 8:00,582.2625781,6.08953436,12.52802807,5.8
2022/1/19 9:00,524.2102935,6.105357232,12.51570762,5.8
2022/1/19 10:00,533.1076071,5.958520572,12.64468589,5.8
2022/1/19 11:00,537.1540936,5.443175498,12.43499463,5.8
2022/1/19 12:00,553.3717059,6.197742615,12.68950468,5.8
2022/1/19 13:00,511.6455312,6.967862223,12.63846711,5.8
2022/1/19 14:00,520.0855429,6.651612489,12.56681494,5.8
2022/1/19 15:00,588.1752998,5.433016121,12.84955608,5.8
2022/1/19 16:00,591.9115446,4.272533555,12.59964364,5.8
2022/1/19 17:00,605.2476504,3.98640776,12.45088412,5.8
